Rain (mm),ET(mm),Runoff (mm/day),Date
2.17125,4.580645161,0.558, 3/12/1969
0,4.580645161,0.269, 4/12/1969
0.11875,4.580645161,0.154, 5/12/1969
1.315,4.580645161,0.096, 6/12/1969
1.265,4.580645161,0.077, 7/12/1969
0.31125,4.580645161,0.058, 8/12/1969
0,4.580645161,0.058, 9/12/1969
0.88125,4.580645161,0.038,10/12/1969
3.12875,4.580645161,0.038,11/12/1969
3.66625,4.580645161,0.038,12/12/1969
1.7825,4.580645161,0.038,13/12/1969
1.9175,4.580645161,0.038,14/12/1969
0.96375,4.580645161,0.038,15/12/1969
0,4.580645161,0.038,16/12/1969
0,4.580645161,0.038,17/12/1969
0,4.580645161,0.019,18/12/1969
0.25,4.580645161,0.019,19/12/1969
0.15,4.580645161,0.019,20/12/1969
0,4.580645161,0.019,21/12/1969
2.23125,4.580645161,0,22/12/1969
6.5325,4.580645161,0,23/12/1969
6.84125,4.580645161,0,24/12/1969
2.235,4.580645161,0,25/12/1969
0,4.580645161,0,26/12/1969
0,4.580645161,0,27/12/1969
0,4.580645161,0,28/12/1969
3.48125,4.580645161,0,29/12/1969
2.08875,4.580645161,0,30/12/1969
0,4.580645161,0,31/12/1969
32.04375,5,0, 1/01/1970
24.43875,5,3.385, 2/01/1970
3.87125,5,2.538, 3/01/1970
5.915,5,1.077, 4/01/1970
3.28125,5,0.462, 5/01/1970
0,5,0.288, 6/01/1970
0,5,0.173, 7/01/1970
0,5,0.096, 8/01/1970
0,5,0.058, 9/01/1970
1.65,5,0.038,10/01/1970
11.53375,5,0.038,11/01/1970
15.7325,5,0.173,12/01/1970
7.6625,5,0.904,13/01/1970
1.21125,5,0.558,14/01/1970
0,5,0.269,15/01/1970
0.65625,5,0.135,16/01/1970
1.5375,5,0.077,17/01/1970
0.68625,5,0.077,18/01/1970
0,5,0.038,19/01/1970
0,5,0.038,20/01/1970
0,5,0.038,21/01/1970
0,5,0.019,22/01/1970
0.11875,5,0.019,23/01/1970
0.07125,5,0.019,24/01/1970
0,5,0,25/01/1970
0,5,0,26/01/1970
0,5,0,27/01/1970
0,5,0,28/01/1970
0,5,0,29/01/1970
0,5,0,30/01/1970
0,5,0,31/01/1970
0,4.392857143,0, 1/02/1970
0,4.392857143,0, 2/02/1970
0,4.392857143,0, 3/02/1970
0,4.392857143,0, 4/02/1970
0,4.392857143,0, 5/02/1970
0,4.392857143,0, 6/02/1970
0,4.392857143,0, 7/02/1970
0.25,4.392857143,0, 8/02/1970
0.91875,4.392857143,0, 9/02/1970
0.46125,4.392857143,0,10/02/1970
0,4.392857143,0,11/02/1970
0,4.392857143,0,12/02/1970
0,4.392857143,0,13/02/1970
0,4.392857143,0,14/02/1970
8.88125,4.392857143,0,15/02/1970
5.84125,4.392857143,0,16/02/1970
0.3075,4.392857143,0,17/02/1970
0,4.392857143,0,18/02/1970
2.225,4.392857143,0,19/02/1970
1.835,4.392857143,0,20/02/1970
0.3,4.392857143,0,21/02/1970
0,4.392857143,0,22/02/1970
0,4.392857143,0,23/02/1970
0,4.392857143,0,24/02/1970
0,4.392857143,0,25/02/1970
0,4.392857143,0,26/02/1970
0,4.392857143,0,27/02/1970
0,4.392857143,0,28/02/1970
0,3.290322581,0, 1/03/1970
0,3.290322581,0, 2/03/1970
0,3.290322581,0, 3/03/1970
0,3.290322581,0, 4/03/1970
5.38125,3.290322581,0, 5/03/1970
4.10375,3.290322581,0, 6/03/1970
1.03125,3.290322581,0, 7/03/1970
2.27875,3.290322581,0, 8/03/1970
1.69125,3.290322581,0, 9/03/1970
0.55375,3.290322581,0,10/03/1970
18.61875,3.290322581,0,11/03/1970
15.55,3.290322581,0,12/03/1970
2.68125,3.290322581,0,13/03/1970
0,3.290322581,0,14/03/1970
0,3.290322581,0,15/03/1970
0,3.290322581,0,16/03/1970
0,3.290322581,0,17/03/1970
4.075,3.290322581,0,18/03/1970
36.6075,3.290322581,1.827,19/03/1970
35.66625,3.290322581,2.173,20/03/1970
43.72625,3.290322581,27.942,21/03/1970
52.2375,3.290322581,16.038,22/03/1970
23.39,3.290322581,3.192,23/03/1970
2.7075,3.290322581,3.154,24/03/1970
0,3.290322581,1.462,25/03/1970
0,3.290322581,0.769,26/03/1970
0.25625,3.290322581,0.462,27/03/1970
19.7975,3.290322581,0.346,28/03/1970
13.5175,3.290322581,9.077,29/03/1970
1.28875,3.290322581,3.865,30/03/1970
0.15,3.290322581,1.75,31/03/1970
0,2.2,0.942, 1/04/1970
7.11875,2.2,0.596, 2/04/1970
5.3525,2.2,1.462, 3/04/1970
0.8925,2.2,1.596, 4/04/1970
1.39,2.2,1.038, 5/04/1970
3.9775,2.2,0.827, 6/04/1970
1.96375,2.2,0.75, 7/04/1970
0.015,2.2,0.615, 8/04/1970
0,2.2,0.442, 9/04/1970
0.0125,2.2,0.327,10/04/1970
1.495,2.2,0.654,11/04/1970
0.8925,2.2,0.692,12/04/1970
0,2.2,0.673,13/04/1970
0,2.2,0.635,14/04/1970
0,2.2,0.577,15/04/1970
0,2.2,0.173,16/04/1970
0,2.2,0.058,17/04/1970
0,2.2,0.038,18/04/1970
0,2.2,0.038,19/04/1970
0,2.2,0.038,20/04/1970
14.3875,2.2,0.019,21/04/1970
16.42625,2.2,0.596,22/04/1970
4.67625,2.2,1.885,23/04/1970
3.88125,2.2,0.942,24/04/1970
3.45375,2.2,1.404,25/04/1970
6.15,2.2,1.173,26/04/1970
29.22875,2.2,5.885,27/04/1970
17.06,2.2,17.596,28/04/1970
1.14625,2.2,4.654,29/04/1970
0.15,2.2,2.115,30/04/1970
0,1.258064516,1.269, 1/05/1970
12.55625,1.258064516,1.269, 2/05/1970
16.24625,1.258064516,10.442, 3/05/1970
9.07125,1.258064516,5.365, 4/05/1970
14.34375,1.258064516,4.885, 5/05/1970
9.71,1.258064516,8.288, 6/05/1970
1.4925,1.258064516,4.038, 7/05/1970
0,1.258064516,4.808, 8/05/1970
0,1.258064516,1.038, 9/05/1970
2.0125,1.258064516,0.769,10/05/1970
2.30125,1.258064516,0.673,11/05/1970
0.65625,1.258064516,0.923,12/05/1970
0.46875,1.258064516,0.827,13/05/1970
7.34375,1.258064516,0.769,14/05/1970
6.25,1.258064516,1.404,15/05/1970
5.12,1.258064516,1.404,16/05/1970
10.035,1.258064516,2.596,17/05/1970
8.25,1.258064516,3.673,18/05/1970
14.82625,1.258064516,0.942,19/05/1970
11.7175,1.258064516,11.865,20/05/1970
6.535,1.258064516,14.673,21/05/1970
3.44,1.258064516,11,22/05/1970
0.6975,1.258064516,2.346,23/05/1970
0.05625,1.258064516,1.558,24/05/1970
0,1.258064516,1.173,25/05/1970
0,1.258064516,0.788,26/05/1970
0,1.258064516,0.635,27/05/1970
0,1.258064516,0.5,28/05/1970
0.625,1.258064516,0.404,29/05/1970
1.24375,1.258064516,0.404,30/05/1970
0.52125,1.258064516,0.346,31/05/1970
0,1.033333333,0.327, 1/06/1970
0.09375,1.033333333,0.288, 2/06/1970
0.5375,1.033333333,0.269, 3/06/1970
0.53875,1.033333333,0.231, 4/06/1970
0.15,1.033333333,0.192, 5/06/1970
0,1.033333333,0.154, 6/06/1970
0,1.033333333,0.135, 7/06/1970
0,1.033333333,0.115, 8/06/1970
0.09375,1.033333333,0.096, 9/06/1970
0.3125,1.033333333,0.096,10/06/1970
8.06625,1.033333333,0.096,11/06/1970
8.935,1.033333333,0.5,12/06/1970
2.6125,1.033333333,1.077,13/06/1970
0.56625,1.033333333,1.75,14/06/1970
11.435,1.033333333,1.038,15/06/1970
8.39125,1.033333333,1.981,16/06/1970
2.79625,1.033333333,3.25,17/06/1970
1.29875,1.033333333,1.75,18/06/1970
1.48625,1.033333333,1.135,19/06/1970
1.4,1.033333333,0.827,20/06/1970
0.60625,1.033333333,0.673,21/06/1970
0.65,1.033333333,0.577,22/06/1970
0.41875,1.033333333,0.442,23/06/1970
0.07125,1.033333333,0.346,24/06/1970
0,1.033333333,0.327,25/06/1970
0.25625,1.033333333,0.288,26/06/1970
0.16,1.033333333,0.269,27/06/1970
1.2225,1.033333333,0.231,28/06/1970
4.1,1.033333333,0.231,29/06/1970
3.24625,1.033333333,0.231,30/06/1970
8.6475,1.096774194,0.231, 1/07/1970
5.50375,1.096774194,1.173, 2/07/1970
0.45375,1.096774194,1.596, 3/07/1970
2.0875,1.096774194,1.038, 4/07/1970
4.00875,1.096774194,0.981, 5/07/1970
1.65375,1.096774194,0.788, 6/07/1970
0,1.096774194,0.635, 7/07/1970
6.525,1.096774194,0.538, 8/07/1970
12.665,1.096774194,1.365, 9/07/1970
12.375,1.096774194,8.615,10/07/1970
7.60625,1.096774194,13.077,11/07/1970
11.07375,1.096774194,7.346,12/07/1970
5.53875,1.096774194,3.712,13/07/1970
0.05625,1.096774194,2.596,14/07/1970
0,1.096774194,1.462,15/07/1970
4.95625,1.096774194,1.135,16/07/1970
6.5925,1.096774194,1.135,17/07/1970
3.54,1.096774194,1.135,18/07/1970
6.80875,1.096774194,1.231,19/07/1970
8.1675,1.096774194,3.615,20/07/1970
5.345,1.096774194,4.519,21/07/1970
3.67875,1.096774194,2.538,22/07/1970
1.365,1.096774194,1.654,23/07/1970
0.05625,1.096774194,1.404,24/07/1970
1.11875,1.096774194,0.904,25/07/1970
1.64,1.096774194,0.692,26/07/1970
0.58125,1.096774194,0.577,27/07/1970
0,1.096774194,0.462,28/07/1970
0,1.096774194,0.404,29/07/1970
0.74375,1.096774194,0.346,30/07/1970
6.40875,1.096774194,0.346,31/07/1970
9.8525,1.419354839,1.173, 1/08/1970
17.59,1.419354839,9.981, 2/08/1970
14.01375,1.419354839,6.5, 3/08/1970
8.31875,1.419354839,6.673, 4/08/1970
8.7575,1.419354839,5.269, 5/08/1970
4.32625,1.419354839,4.942, 6/08/1970
0.49875,1.419354839,3.154, 7/08/1970
0,1.419354839,1.654, 8/08/1970
0,1.419354839,1.077, 9/08/1970
0.34375,1.419354839,7.577,10/08/1970
2.71875,1.419354839,0.615,11/08/1970
2.76375,1.419354839,0.577,12/08/1970
0.97875,1.419354839,0.596,13/08/1970
3.32875,1.419354839,0.462,14/08/1970
3.31,1.419354839,0.481,15/08/1970
5.0175,1.419354839,0.519,16/08/1970
10.615,1.419354839,1.462,17/08/1970
4.96375,1.419354839,6.923,18/08/1970
0.06,1.419354839,2.635,19/08/1970
0,1.419354839,1.365,20/08/1970
0,1.419354839,0.885,21/08/1970
0,1.419354839,0.654,22/08/1970
18.46875,1.419354839,0.519,23/08/1970
11.8,1.419354839,10.25,24/08/1970
0.43125,1.419354839,4.558,25/08/1970
7.55,1.419354839,1.75,26/08/1970
6.305,1.419354839,5.827,27/08/1970
6.27125,1.419354839,8.365,28/08/1970
4.4675,1.419354839,2.404,29/08/1970
4.75,1.419354839,0.827,30/08/1970
2.36625,1.419354839,0.731,31/08/1970
0,2.3,1.5, 1/09/1970
0,2.3,0.981, 2/09/1970
0,2.3,0.712, 3/09/1970
3.10625,2.3,0.558, 4/09/1970
2.11375,2.3,0.673, 5/09/1970
3.6,2.3,0.596, 6/09/1970
9.9825,2.3,0.462, 7/09/1970
9.2225,2.3,1.038, 8/09/1970
7.75375,2.3,1.788, 9/09/1970
5.36625,2.3,2.769,10/09/1970
1.395,2.3,2.673,11/09/1970
0.7375,2.3,1.558,12/09/1970
0.905,2.3,0.981,13/09/1970
8.34625,2.3,0.712,14/09/1970
12.96,2.3,2.442,15/09/1970
4.87125,2.3,4.096,16/09/1970
3.85625,2.3,2.404,17/09/1970
2.56375,2.3,1.75,18/09/1970
0.15,2.3,1.327,19/09/1970
0,2.3,0.865,20/09/1970
4.08125,2.3,0.654,21/09/1970
7.43,2.3,0.673,22/09/1970
4.72,2.3,2.173,23/09/1970
1.03875,2.3,3.019,24/09/1970
0,2.3,1.327,25/09/1970
0.11875,2.3,0.75,26/09/1970
0.07125,2.3,0.558,27/09/1970
0.7625,2.3,0.462,28/09/1970
0.4575,2.3,0.365,29/09/1970
3.625,2.3,0.327,30/09/1970
2.175,3.741935484,0.327, 1/10/1970
0.25625,3.741935484,0.308, 2/10/1970
0.41,3.741935484,0.288, 3/10/1970
0.15375,3.741935484,0.25, 4/10/1970
0.375,3.741935484,0.192, 5/10/1970
0.225,3.741935484,0.154, 6/10/1970
0.50625,3.741935484,0.115, 7/10/1970
3.885,3.741935484,0.135, 8/10/1970
2.14875,3.741935484,0.173, 9/10/1970
0,3.741935484,0.212,10/10/1970
0,3.741935484,0.135,11/10/1970
0,3.741935484,0.096,12/10/1970
8.7375,3.741935484,0.077,13/10/1970
5.8675,3.741935484,0.192,14/10/1970
0.375,3.741935484,0.365,15/10/1970
0,3.741935484,0.192,16/10/1970
0,3.741935484,0.154,17/10/1970
0,3.741935484,0.096,18/10/1970
8.3125,3.741935484,0.096,19/10/1970
6.1625,3.741935484,0.269,20/10/1970
6.02375,3.741935484,0.288,21/10/1970
3.19125,3.741935484,0.269,22/10/1970
0,3.741935484,0.269,23/10/1970
1.73125,3.741935484,0.154,24/10/1970
1.76375,3.741935484,0.135,25/10/1970
0.435,3.741935484,0.096,26/10/1970
0,3.741935484,0.077,27/10/1970
8.45625,3.741935484,0.058,28/10/1970
7.56125,3.741935484,0.154,29/10/1970
2.48625,3.741935484,0.442,30/10/1970
1.565,3.741935484,0.25,31/10/1970
1.58125,4.733333333,0.192, 1/11/1970
0.6,4.733333333,0.154, 2/11/1970
0,4.733333333,0.096, 3/11/1970
0,4.733333333,0.077, 4/11/1970
4.74375,4.733333333,0.058, 5/11/1970
2.84625,4.733333333,0.077, 6/11/1970
0,4.733333333,0.077, 7/11/1970
0.51875,4.733333333,0.058, 8/11/1970
1.61125,4.733333333,0.038, 9/11/1970
8.3425,4.733333333,0.038,10/11/1970
13.85625,4.733333333,0.058,11/11/1970
6.60375,4.733333333,0.769,12/11/1970
2.62625,4.733333333,0.423,13/11/1970
2.2175,4.733333333,0.212,14/11/1970
11.54125,4.733333333,0.115,15/11/1970
11.76875,4.733333333,0.904,16/11/1970
3.12375,4.733333333,1.404,17/11/1970
0,4.733333333,0.596,18/11/1970
0.025,4.733333333,0.365,19/11/1970
0.015,4.733333333,0.231,20/11/1970
0,4.733333333,0.154,21/11/1970
0,4.733333333,0.096,22/11/1970
0,4.733333333,0.096,23/11/1970
15.2125,4.733333333,0.058,24/11/1970
9.1275,4.733333333,0.827,25/11/1970
0,4.733333333,0.462,26/11/1970
0,4.733333333,0.231,27/11/1970
0,4.733333333,0.135,28/11/1970
0,4.733333333,0.077,29/11/1970
0,4.733333333,0.058,30/11/1970
0,4.580645161,0.038, 1/12/1970
0,4.580645161,0.038, 2/12/1970
0,4.580645161,0.038, 3/12/1970
22.7,4.580645161,0.019, 4/12/1970
13.87625,4.580645161,0.385, 5/12/1970
0.15375,4.580645161,0.346, 6/12/1970
0,4.580645161,0.135, 7/12/1970
0,4.580645161,0.077, 8/12/1970
21.89375,4.580645161,0.058, 9/12/1970
17.02375,4.580645161,1.788,10/12/1970
2.3575,4.580645161,1.923,11/12/1970
0.265,4.580645161,0.692,12/12/1970
0.15,4.580645161,0.385,13/12/1970
0,4.580645161,0.192,14/12/1970
0,4.580645161,0.115,15/12/1970
0,4.580645161,0.077,16/12/1970
0,4.580645161,0.058,17/12/1970
0.25625,4.580645161,0.038,18/12/1970
0.15375,4.580645161,0.038,19/12/1970
0,4.580645161,0.019,20/12/1970
0,4.580645161,0.019,21/12/1970
0.2375,4.580645161,0.019,22/12/1970
0.9925,4.580645161,0.019,23/12/1970
0.51,4.580645161,0.019,24/12/1970
0,4.580645161,0.019,25/12/1970
0,4.580645161,0.019,26/12/1970
6.15625,4.580645161,0,27/12/1970
11.575,4.580645161,0.019,28/12/1970
18.61625,4.580645161,0.019,29/12/1970
12.32,4.580645161,0.154,30/12/1970
9.8175,4.580645161,0.25,31/12/1970
19.805,5,1.135, 1/01/1971
10.135,5,2.635, 2/01/1971
9.03625,5,1.135, 3/01/1971
5.08875,5,2.115, 4/01/1971
0,5,0.885, 5/01/1971
0,5,0.442, 6/01/1971
0,5,0.231, 7/01/1971
0,5,0.135, 8/01/1971
0,5,0.077, 9/01/1971
0,5,0.038,10/01/1971
0.25,5,0.038,11/01/1971
0.15,5,0.038,12/01/1971
0,5,0.019,13/01/1971
0,5,0.019,14/01/1971
0.71875,5,0.019,15/01/1971
0.43125,5,0,16/01/1971
0,5,0,17/01/1971
0,5,0,18/01/1971
0,5,0,19/01/1971
0,5,0,20/01/1971
0,5,0,21/01/1971
0,5,0,22/01/1971
0,5,0,23/01/1971
0,5,0,24/01/1971
1.73125,5,0,25/01/1971
3.73875,5,0,26/01/1971
2.37625,5,0,27/01/1971
8.06,5,0,28/01/1971
18.1575,5,0,29/01/1971
8.36875,5,0.019,30/01/1971
1.63375,5,0.019,31/01/1971
5.96625,4.392857143,0.038, 1/02/1971
5.31875,4.392857143,0.019, 2/02/1971
1.36875,4.392857143,0.019, 3/02/1971
0,4.392857143,0.019, 4/02/1971
0.00625,4.392857143,0.019, 5/02/1971
0.00375,4.392857143,0.019, 6/02/1971
0,4.392857143,0.019, 7/02/1971
0.025,4.392857143,0, 8/02/1971
12.8775,4.392857143,0.019, 9/02/1971
10.905,4.392857143,0.019,10/02/1971
1.9125,4.392857143,0.019,11/02/1971
0,4.392857143,0.038,12/02/1971
0,4.392857143,0.019,13/02/1971
0,4.392857143,0.019,14/02/1971
0,4.392857143,0,15/02/1971
0,4.392857143,0,16/02/1971
0,4.392857143,0,17/02/1971
0,4.392857143,0,18/02/1971
0.25625,4.392857143,0,19/02/1971
0.15375,4.392857143,0,20/02/1971
0,4.392857143,0,21/02/1971
0.625,4.392857143,0,22/02/1971
0.375,4.392857143,0,23/02/1971
0,4.392857143,0,24/02/1971
0,4.392857143,0,25/02/1971
0,4.392857143,0,26/02/1971
0,4.392857143,0,27/02/1971
0.25,4.392857143,0,28/02/1971
0.4,3.290322581,0, 1/03/1971
0.15,3.290322581,0, 2/03/1971
0,3.290322581,0, 3/03/1971
0,3.290322581,0, 4/03/1971
0,3.290322581,0, 5/03/1971
0,3.290322581,0, 6/03/1971
0,3.290322581,0, 7/03/1971
0,3.290322581,0, 8/03/1971
0,3.290322581,0, 9/03/1971
0,3.290322581,0,10/03/1971
0,3.290322581,0,11/03/1971
0,3.290322581,0,12/03/1971
0,3.290322581,0,13/03/1971
5.4625,3.290322581,0,14/03/1971
3.2775,3.290322581,0,15/03/1971
0,3.290322581,0,16/03/1971
0,3.290322581,0,17/03/1971
0,3.290322581,0,18/03/1971
0,3.290322581,0,19/03/1971
0,3.290322581,0,20/03/1971
0,3.290322581,0,21/03/1971
0.875,3.290322581,0,22/03/1971
0.525,3.290322581,0,23/03/1971
0,3.290322581,0,24/03/1971
7.55625,3.290322581,0,25/03/1971
4.53375,3.290322581,0,26/03/1971
0,3.290322581,0,27/03/1971
0,3.290322581,0,28/03/1971
0,3.290322581,0,29/03/1971
0.98125,3.290322581,0,30/03/1971
0.58875,3.290322581,0,31/03/1971
0,2.2,0, 1/04/1971
0,2.2,0, 2/04/1971
0,2.2,0, 3/04/1971
0,2.2,0, 4/04/1971
0,2.2,0, 5/04/1971
0,2.2,0, 6/04/1971
0,2.2,0, 7/04/1971
0,2.2,0, 8/04/1971
0,2.2,0, 9/04/1971
0,2.2,0,10/04/1971
0,2.2,0,11/04/1971
0,2.2,0,12/04/1971
0,2.2,0,13/04/1971
0,2.2,0,14/04/1971
0,2.2,0,15/04/1971
0,2.2,0,16/04/1971
3.43125,2.2,0,17/04/1971
5.0025,2.2,0,18/04/1971
14.39125,2.2,0,19/04/1971
7.575,2.2,0,20/04/1971
11.025,2.2,0,21/04/1971
6.615,2.2,0,22/04/1971
0,2.2,0,23/04/1971
0,2.2,0,24/04/1971
5.05625,2.2,0,25/04/1971
5.915,2.2,0,26/04/1971
4.21,2.2,0.019,27/04/1971
7.27625,2.2,0.019,28/04/1971
9.9475,2.2,0.019,29/04/1971
3.885,2.2,0.019,30/04/1971
0.8875,1.258064516,0.019, 1/05/1971
6.42,1.258064516,0.019, 2/05/1971
9.945,1.258064516,0.019, 3/05/1971
11.06625,1.258064516,0.038, 4/05/1971
9.8125,1.258064516,0.269, 5/05/1971
3.28875,1.258064516,0.423, 6/05/1971
1.25625,1.258064516,0.173, 7/05/1971
0.75375,1.258064516,0.096, 8/05/1971
0.11875,1.258064516,0.058, 9/05/1971
4.04,1.258064516,0.038,10/05/1971
32.2375,1.258064516,0.038,11/05/1971
26.72625,1.258064516,4.654,12/05/1971
6.2625,1.258064516,4.385,13/05/1971
0.585,1.258064516,1.365,14/05/1971
0,1.258064516,0.577,15/05/1971
0,1.258064516,0.346,16/05/1971
0,1.258064516,0.25,17/05/1971
0,1.258064516,0.154,18/05/1971
0,1.258064516,0.115,19/05/1971
0,1.258064516,0.096,20/05/1971
0,1.258064516,0.077,21/05/1971
0,1.258064516,0.058,22/05/1971
0,1.258064516,0.038,23/05/1971
0,1.258064516,0.038,24/05/1971
0.11875,1.258064516,0.038,25/05/1971
0.32125,1.258064516,0.019,26/05/1971
1.15625,1.258064516,0.019,27/05/1971
15.01625,1.258064516,0.038,28/05/1971
15.75375,1.258064516,1.135,29/05/1971
20.2825,1.258064516,7.519,30/05/1971
13.205,1.258064516,8.615,31/05/1971
6.48125,1.033333333,4.423, 1/06/1971
6.41375,1.033333333,3.288, 2/06/1971
5.29125,1.033333333,3.154, 3/06/1971
1.8,1.033333333,3.288, 4/06/1971
0,1.033333333,2.019, 5/06/1971
0,1.033333333,1.269, 6/06/1971
1.7375,1.033333333,0.827, 7/06/1971
1.92375,1.033333333,0.712, 8/06/1971
2.635,1.033333333,0.596, 9/06/1971
1.26375,1.033333333,0.519,10/06/1971
0,1.033333333,0.442,11/06/1971
0,1.033333333,0.365,12/06/1971
0.75625,1.033333333,0.346,13/06/1971
1.9475,1.033333333,0.308,14/06/1971
1.1525,1.033333333,0.308,15/06/1971
0.15375,1.033333333,0.269,16/06/1971
0,1.033333333,0.25,17/06/1971
1.625,1.033333333,0.212,18/06/1971
9.2125,1.033333333,0.404,19/06/1971
11.155,1.033333333,12.423,20/06/1971
19.08375,1.033333333,7.904,21/06/1971
9.56375,1.033333333,11.058,22/06/1971
12.585,1.033333333,4.615,23/06/1971
13.8625,1.033333333,9.788,24/06/1971
5.6125,1.033333333,8.75,25/06/1971
7.88125,1.033333333,7.019,26/06/1971
9.405,1.033333333,11.25,27/06/1971
3.80875,1.033333333,4.288,28/06/1971
4.1,1.033333333,2.538,29/06/1971
2.235,1.033333333,7.577,30/06/1971
0,1.096774194,2.538, 1/07/1971
0,1.096774194,1.558, 2/07/1971
0.875,1.096774194,0.981, 3/07/1971
0.525,1.096774194,0.788, 4/07/1971
0,1.096774194,0.615, 5/07/1971
0,1.096774194,0.5, 6/07/1971
5.375,1.096774194,0.442, 7/07/1971
3.98125,1.096774194,0.923, 8/07/1971
5.91,1.096774194,1.596, 9/07/1971
3.53,1.096774194,2.019,10/07/1971
0.15375,1.096774194,1.558,11/07/1971
0,1.096774194,1.077,12/07/1971
0,1.096774194,0.788,13/07/1971
0,1.096774194,0.615,14/07/1971
0,1.096774194,0.5,15/07/1971
1.025,1.096774194,0.423,16/07/1971
1.2525,1.096774194,0.404,17/07/1971
1.38875,1.096774194,0.404,18/07/1971
0.60375,1.096774194,0.365,19/07/1971
0,1.096774194,0.327,20/07/1971
0,1.096774194,0.288,21/07/1971
0,1.096774194,0.269,22/07/1971
6.74375,1.096774194,0.25,23/07/1971
5.0525,1.096774194,1.038,24/07/1971
1.82875,1.096774194,1.173,25/07/1971
5.7475,1.096774194,0.827,26/07/1971
7.68875,1.096774194,1.135,27/07/1971
3.04625,1.096774194,2.019,28/07/1971
1.53,1.096774194,1.885,29/07/1971
1.58875,1.096774194,1.5,30/07/1971
2.45375,1.096774194,1.231,31/07/1971
1.2,1.419354839,1.365, 1/08/1971
0,1.419354839,1.038, 2/08/1971
0,1.419354839,0.808, 3/08/1971
0,1.419354839,0.635, 4/08/1971
3.0625,1.419354839,0.538, 5/08/1971
1.8375,1.419354839,0.558, 6/08/1971
3.1,1.419354839,0.5, 7/08/1971
1.86,1.419354839,0.442, 8/08/1971
0,1.419354839,0.404, 9/08/1971
0.11875,1.419354839,0.365,10/08/1971
0.8275,1.419354839,0.288,11/08/1971
2.9475,1.419354839,0.269,12/08/1971
1.74625,1.419354839,0.25,13/08/1971
0.65625,1.419354839,0.231,14/08/1971
0.30375,1.419354839,0.231,15/08/1971
0,1.419354839,0.173,16/08/1971
0.74375,1.419354839,0.154,17/08/1971
0.44625,1.419354839,0.154,18/08/1971
0,1.419354839,0.135,19/08/1971
2.3375,1.419354839,0.135,20/08/1971
1.4025,1.419354839,0.154,21/08/1971
0,1.419354839,0.154,22/08/1971
4.8375,1.419354839,0.135,23/08/1971
4.8025,1.419354839,0.231,24/08/1971
2.615,1.419354839,0.346,25/08/1971
5.4475,1.419354839,0.288,26/08/1971
3.61875,1.419354839,0.462,27/08/1971
1.3725,1.419354839,0.731,28/08/1971
2.83125,1.419354839,0.673,29/08/1971
7.32625,1.419354839,0.596,30/08/1971
6.44,1.419354839,1.135,31/08/1971
4.09125,2.3,2.404, 1/09/1971
1.4175,2.3,1.654, 2/09/1971
0.36875,2.3,1.404, 3/09/1971
0.22125,2.3,0.942, 4/09/1971
0,2.3,0.673, 5/09/1971
9.55,2.3,0.538, 6/09/1971
5.98625,2.3,2.596, 7/09/1971
0.15375,2.3,2.115, 8/09/1971
9.5375,2.3,1.269, 9/09/1971
10.4225,2.3,5.038,10/09/1971
3.81375,2.3,5.308,11/09/1971
0.59625,2.3,2.962,12/09/1971
0,2.3,1.788,13/09/1971
1.93125,2.3,1.135,14/09/1971
1.40875,2.3,0.981,15/09/1971
0.15,2.3,0.808,16/09/1971
0,2.3,0.596,17/09/1971
2.2375,2.3,0.5,18/09/1971
3.4925,2.3,0.596,19/09/1971
1.29625,2.3,0.5,20/09/1971
1.9975,2.3,0.404,21/09/1971
2.19625,2.3,0.404,22/09/1971
9.0375,2.3,0.385,23/09/1971
5.0625,2.3,1.558,24/09/1971
3.4375,2.3,1.173,25/09/1971
23.03125,2.3,3.288,26/09/1971
13.7125,2.3,9.788,27/09/1971
0.67875,2.3,5.231,28/09/1971
0.375,2.3,2.404,29/09/1971
13.8375,2.3,1.365,30/09/1971
20.12375,3.741935484,13.269, 1/10/1971
9.34875,3.741935484,14.5, 2/10/1971
11.7675,3.741935484,5.269, 3/10/1971
8.29,3.741935484,8.288, 4/10/1971
1.2075,3.741935484,3.673, 5/10/1971
3.50625,3.741935484,1.827, 6/10/1971
2.34125,3.741935484,1.404, 7/10/1971
1.14875,3.741935484,0.846, 8/10/1971
0.7225,3.741935484,0.635, 9/10/1971
0.57125,3.741935484,0.462,10/10/1971
0.8,3.741935484,0.385,11/10/1971
0.3,3.741935484,0.365,12/10/1971
0,3.741935484,0.346,13/10/1971
8.15,3.741935484,0.269,14/10/1971
16.0525,3.741935484,1.077,15/10/1971
6.6975,3.741935484,3.346,16/10/1971
3.7375,3.741935484,1.462,17/10/1971
4.755,3.741935484,1.5,18/10/1971
5.795,3.741935484,1.558,19/10/1971
9.585,3.741935484,1.654,20/10/1971
7.17625,3.741935484,6.173,21/10/1971
5.125,3.741935484,3.058,22/10/1971
5.68125,3.741935484,2.212,23/10/1971
5.17375,3.741935484,4.75,24/10/1971
12.05625,3.741935484,3.481,25/10/1971
11.165,3.741935484,8.135,26/10/1971
7.34375,3.741935484,4.885,27/10/1971
4.06875,3.741935484,2.635,28/10/1971
2.97125,3.741935484,1.654,29/10/1971
1.25625,3.741935484,1.173,30/10/1971
0,3.741935484,0.769,31/10/1971
0,4.733333333,0.5, 1/11/1971
