Rain (mm),ET(mm),Runoff (mm/day),Date
4.585,1.258064516,0, 9/05/1988
2.15,1.258064516,0,10/05/1988
2.64375,1.258064516,0,11/05/1988
1.27125,1.258064516,0,12/05/1988
0,1.258064516,0,13/05/1988
0.25625,1.258064516,0,14/05/1988
1.285,1.258064516,0,15/05/1988
3.06,1.258064516,0,16/05/1988
12.96625,1.258064516,0,17/05/1988
13.2725,1.258064516,0.019,18/05/1988
5.06,1.258064516,0,19/05/1988
1.2625,1.258064516,0.019,20/05/1988
0.3075,1.258064516,0.019,21/05/1988
2.3625,1.258064516,0.019,22/05/1988
9.1425,1.258064516,0.019,23/05/1988
8.86,1.258064516,0.019,24/05/1988
2.535,1.258064516,0.038,25/05/1988
0.625,1.258064516,0.038,26/05/1988
1.65,1.258064516,0.058,27/05/1988
2.29,1.258064516,0.058,28/05/1988
4.865,1.258064516,0.058,29/05/1988
2.37,1.258064516,0.058,30/05/1988
0.25,1.258064516,0.077,31/05/1988
0.15,1.033333333,0.058, 1/06/1988
0,1.033333333,0.038, 2/06/1988
0,1.033333333,0.038, 3/06/1988
3.66875,1.033333333,0.019, 4/06/1988
10.7075,1.033333333,0.038, 5/06/1988
26.21,1.033333333,0.115, 6/06/1988
15.6575,1.033333333,1.462, 7/06/1988
1.79625,1.033333333,1.404, 8/06/1988
0,1.033333333,0.538, 9/06/1988
3.4375,1.033333333,0.308,10/06/1988
2.3125,1.033333333,0.558,11/06/1988
0.4,1.033333333,0.981,12/06/1988
13.375,1.033333333,0.538,13/06/1988
8.19125,1.033333333,0.692,14/06/1988
0.15375,1.033333333,1.288,15/06/1988
0,1.033333333,0.654,16/06/1988
0,1.033333333,0.404,17/06/1988
2.3,1.033333333,0.308,18/06/1988
1.38,1.033333333,0.423,19/06/1988
8.875,1.033333333,0.596,20/06/1988
10.68125,1.033333333,0.788,21/06/1988
4.095,1.033333333,1.712,22/06/1988
1.66625,1.033333333,1.365,23/06/1988
0.6825,1.033333333,1.019,24/06/1988
0,1.033333333,0.827,25/06/1988
0,1.033333333,0.635,26/06/1988
5.35,1.033333333,0.481,27/06/1988
7.56,1.033333333,0.577,28/06/1988
6.035,1.033333333,1.231,29/06/1988
4.18,1.033333333,1.346,30/06/1988
1.53125,1.096774194,1.442, 1/07/1988
0.15375,1.096774194,1.269, 2/07/1988
0,1.096774194,0.923, 3/07/1988
0.36875,1.096774194,0.692, 4/07/1988
1.47125,1.096774194,0.558, 5/07/1988
1.775,1.096774194,0.481, 6/07/1988
2.34625,1.096774194,0.538, 7/07/1988
2.81375,1.096774194,0.519, 8/07/1988
2.93375,1.096774194,0.731, 9/07/1988
6.04,1.096774194,1.885,10/07/1988
3.045,1.096774194,1.231,11/07/1988
0.05625,1.096774194,0.865,12/07/1988
0,1.096774194,0.654,13/07/1988
8.3,1.096774194,0.538,14/07/1988
4.98,1.096774194,1.596,15/07/1988
2.55625,1.096774194,1.481,16/07/1988
5.8525,1.096774194,2.327,17/07/1988
2.59125,1.096774194,2.173,18/07/1988
5.44375,1.096774194,1.442,19/07/1988
5.25375,1.096774194,1.365,20/07/1988
1.1925,1.096774194,1.654,21/07/1988
0.50625,1.096774194,1.25,22/07/1988
0.56,1.096774194,0.981,23/07/1988
8.84125,1.096774194,0.865,24/07/1988
9.075,1.096774194,1.481,25/07/1988
12.39875,1.096774194,3.404,26/07/1988
6.1425,1.096774194,5.308,27/07/1988
0.05625,1.096774194,3.462,28/07/1988
0.50625,1.096774194,1.942,29/07/1988
2.2975,1.096774194,1.365,30/07/1988
1.565,1.096774194,1.096,31/07/1988
0.22125,1.419354839,0.942, 1/08/1988
0,1.419354839,0.808, 2/08/1988
0.5125,1.419354839,0.673, 3/08/1988
1.03875,1.419354839,0.558, 4/08/1988
3.85125,1.419354839,0.519, 5/08/1988
3.335,1.419354839,1.577, 6/08/1988
12.1475,1.419354839,3.654, 7/08/1988
7.08125,1.419354839,5.154, 8/08/1988
0.91625,1.419354839,2.615, 9/08/1988
0.96375,1.419354839,2.038,10/08/1988
0.30375,1.419354839,1.808,11/08/1988
0,1.419354839,1.519,12/08/1988
0,1.419354839,1.173,13/08/1988
3.91875,1.419354839,0.923,14/08/1988
12.5575,1.419354839,0.731,15/08/1988
6.12375,1.419354839,2.904,16/08/1988
0,1.419354839,2.538,17/08/1988
10.05625,1.419354839,1.788,18/08/1988
6.29,1.419354839,5.615,19/08/1988
6.685,1.419354839,2.846,20/08/1988
15.60625,1.419354839,8.462,21/08/1988
8.46875,1.419354839,10.596,22/08/1988
1.13,1.419354839,3.788,23/08/1988
0.5225,1.419354839,2.096,24/08/1988
0.22125,1.419354839,1.462,25/08/1988
0,1.419354839,1.115,26/08/1988
3.4125,1.419354839,1.154,27/08/1988
10.31625,1.419354839,3.692,28/08/1988
4.96125,1.419354839,4.731,29/08/1988
0,1.419354839,2.538,30/08/1988
0,1.419354839,1.538,31/08/1988
0,2.3,1.135, 1/09/1988
1.275,2.3,0.808, 2/09/1988
1.53375,2.3,0.827, 3/09/1988
4.38,2.3,0.827, 4/09/1988
2.35125,2.3,0.712, 5/09/1988
0,2.3,0.462, 6/09/1988
0,2.3,0.385, 7/09/1988
0,2.3,0.327, 8/09/1988
0,2.3,0.308, 9/09/1988
6.91875,2.3,0.423,10/09/1988
23.25125,2.3,5.769,11/09/1988
16.5475,2.3,4.231,12/09/1988
3.0525,2.3,3.904,13/09/1988
0,2.3,2.096,14/09/1988
0,2.3,1.365,15/09/1988
0,2.3,0.962,16/09/1988
6.93125,2.3,1.558,17/09/1988
19.79625,2.3,15.654,18/09/1988
9.3825,2.3,3.769,19/09/1988
0,2.3,1.692,20/09/1988
0,2.3,1.096,21/09/1988
0,2.3,0.808,22/09/1988
2.125,2.3,0.673,23/09/1988
2.2875,2.3,0.673,24/09/1988
4.1825,2.3,0.577,25/09/1988
2.145,2.3,0.442,26/09/1988
3.725,2.3,0.327,27/09/1988
4.87875,2.3,0.404,28/09/1988
1.58625,2.3,0.827,29/09/1988
1.10625,2.3,0.538,30/09/1988
4.42,3.741935484,0.481, 1/10/1988
10.035,3.741935484,1.731, 2/10/1988
4.66875,3.741935484,1.135, 3/10/1988
0,3.741935484,0.654, 4/10/1988
0.625,3.741935484,0.481, 5/10/1988
1.4875,3.741935484,0.365, 6/10/1988
0.6675,3.741935484,0.423, 7/10/1988
3.24375,3.741935484,0.346, 8/10/1988
12.83375,3.741935484,0.692, 9/10/1988
8.1575,3.741935484,1.365,10/10/1988
2.59375,3.741935484,1.096,11/10/1988
2.3275,3.741935484,0.808,12/10/1988
0.81375,3.741935484,0.577,13/10/1988
0.5125,3.741935484,0.5,14/10/1988
0.3075,3.741935484,0.385,15/10/1988
3.975,3.741935484,0.365,16/10/1988
3.40375,3.741935484,0.327,17/10/1988
1.21125,3.741935484,0.423,18/10/1988
0.36,3.741935484,0.385,19/10/1988
1.36875,3.741935484,0.288,20/10/1988
6.62125,3.741935484,0.269,21/10/1988
3.4925,3.741935484,1.327,22/10/1988
16.35125,3.741935484,1.173,23/10/1988
11.14375,3.741935484,0.923,24/10/1988
0.8025,3.741935484,1.096,25/10/1988
0,3.741935484,0.692,26/10/1988
0,3.741935484,0.442,27/10/1988
0,3.741935484,0.308,28/10/1988
0,3.741935484,0.231,29/10/1988
0,3.741935484,0.173,30/10/1988
0.25,3.741935484,0.135,31/10/1988
0.15,4.733333333,0.135, 1/11/1988
0,4.733333333,0.096, 2/11/1988
0,4.733333333,0.077, 3/11/1988
1.53125,4.733333333,0.058, 4/11/1988
1.175,4.733333333,0.058, 5/11/1988
1.26625,4.733333333,0.058, 6/11/1988
0.6675,4.733333333,0.038, 7/11/1988
0,4.733333333,0.038, 8/11/1988
0,4.733333333,0.038, 9/11/1988
0.09375,4.733333333,0.038,10/11/1988
0.05625,4.733333333,0.038,11/11/1988
0,4.733333333,0.019,12/11/1988
0,4.733333333,0.019,13/11/1988
6.81875,4.733333333,0.038,14/11/1988
6.7475,4.733333333,0.558,15/11/1988
2.19375,4.733333333,0.231,16/11/1988
11.61625,4.733333333,0.115,17/11/1988
6.75375,4.733333333,0.038,18/11/1988
0,4.733333333,0.019,19/11/1988
0.375,4.733333333,0,20/11/1988
20.36875,4.733333333,0.019,21/11/1988
22.2925,4.733333333,0.904,22/11/1988
9.255,4.733333333,2.115,23/11/1988
6.31625,4.733333333,0.942,24/11/1988
2.91875,4.733333333,0.654,25/11/1988
5.41625,4.733333333,0.5,26/11/1988
13.78875,4.733333333,1.635,27/11/1988
6.7475,4.733333333,1.808,28/11/1988
2.37125,4.733333333,0.865,29/11/1988
1.8025,4.733333333,0.596,30/11/1988
0.3075,4.580645161,0.481, 1/12/1988
0.25625,4.580645161,0.327, 2/12/1988
1.335,4.580645161,0.25, 3/12/1988
3.9275,4.580645161,0.25, 4/12/1988
5.05625,4.580645161,0.288, 5/12/1988
1.875,4.580645161,0.365, 6/12/1988
6.63125,4.580645161,0.269, 7/12/1988
5.26,4.580645161,0.192, 8/12/1988
14.0375,4.580645161,0.192, 9/12/1988
9.64875,4.580645161,18.942,10/12/1988
15.65625,4.580645161,6.731,11/12/1988
8.78625,4.580645161,1.981,12/12/1988
0,4.580645161,1,13/12/1988
0,4.580645161,0.615,14/12/1988
0,4.580645161,0.404,15/12/1988
0,4.580645161,0.25,16/12/1988
0,4.580645161,0.173,17/12/1988
0.36875,4.580645161,0.135,18/12/1988
0.22125,4.580645161,0.115,19/12/1988
0,4.580645161,0.096,20/12/1988
0,4.580645161,0.096,21/12/1988
0,4.580645161,0.077,22/12/1988
0,4.580645161,0.058,23/12/1988
0,4.580645161,0.058,24/12/1988
9.2375,4.580645161,0.558,25/12/1988
5.79875,4.580645161,1.942,26/12/1988
19.25375,4.580645161,0.615,27/12/1988
11.46,4.580645161,0.385,28/12/1988
0,4.580645161,0.288,29/12/1988
0,4.580645161,0.192,30/12/1988
0,4.580645161,0.135,31/12/1988
0,5,0.096, 1/01/1989
0,5,0.058, 2/01/1989
10.53125,5,0.038, 3/01/1989
19.21875,5,0.058, 4/01/1989
8.09,5,0.308, 5/01/1989
0.21,5,0.25, 6/01/1989
0,5,0.135, 7/01/1989
0,5,0.077, 8/01/1989
1.875,5,0.058, 9/01/1989
13.16875,5,0.058,10/01/1989
7.57625,5,0.096,11/01/1989
0.21,5,0.173,12/01/1989
0,5,0.115,13/01/1989
0,5,0.058,14/01/1989
0,5,0.038,15/01/1989
10.15,5,0.058,16/01/1989
6.18375,5,0.212,17/01/1989
0.05625,5,0.154,18/01/1989
1.6125,5,0.096,19/01/1989
1.06125,5,0.058,20/01/1989
0.05625,5,0.058,21/01/1989
1.73125,5,0.038,22/01/1989
1.03875,5,0.019,23/01/1989
0,5,0.019,24/01/1989
0,5,0.019,25/01/1989
0,5,0,26/01/1989
0,5,0,27/01/1989
0,5,0,28/01/1989
0,5,0,29/01/1989
0,5,0,30/01/1989
0,5,0,31/01/1989
0,4.392857143,0, 1/02/1989
0,4.392857143,0, 2/02/1989
0,4.392857143,0, 3/02/1989
0,4.392857143,0, 4/02/1989
0,4.392857143,0, 5/02/1989
0,4.392857143,0, 6/02/1989
0,4.392857143,0, 7/02/1989
0,4.392857143,0, 8/02/1989
5.6875,4.392857143,0, 9/02/1989
4.4375,4.392857143,0,10/02/1989
0.615,4.392857143,0,11/02/1989
2.5875,4.392857143,0,12/02/1989
1.5525,4.392857143,0,13/02/1989
4.0875,4.392857143,0,14/02/1989
5.64,4.392857143,0,15/02/1989
1.9125,4.392857143,0,16/02/1989
0,4.392857143,0,17/02/1989
0,4.392857143,0,18/02/1989
0,4.392857143,0,19/02/1989
1.73125,4.392857143,0,20/02/1989
1.03875,4.392857143,0,21/02/1989
0,4.392857143,0,22/02/1989
0,4.392857143,0,23/02/1989
0,4.392857143,0,24/02/1989
0,4.392857143,0,25/02/1989
0,4.392857143,0,26/02/1989
0,4.392857143,0,27/02/1989
0,4.392857143,0,28/02/1989
0,3.290322581,0, 1/03/1989
0,3.290322581,0, 2/03/1989
0,3.290322581,0, 3/03/1989
0,3.290322581,0, 4/03/1989
0,3.290322581,0, 5/03/1989
0,3.290322581,0, 6/03/1989
0.36875,3.290322581,0, 7/03/1989
0.84625,3.290322581,0, 8/03/1989
16.175,3.290322581,0, 9/03/1989
11.005,3.290322581,0,10/03/1989
2.19,3.290322581,0,11/03/1989
8.34625,3.290322581,0.212,12/03/1989
20.44875,3.290322581,0.577,13/03/1989
9.54,3.290322581,0.154,14/03/1989
0.5125,3.290322581,0.058,15/03/1989
0.3075,3.290322581,0.019,16/03/1989
0,3.290322581,0.019,17/03/1989
0,3.290322581,0,18/03/1989
0.7375,3.290322581,0,19/03/1989
23.3675,3.290322581,0,20/03/1989
13.755,3.290322581,0.288,21/03/1989
0,3.290322581,0.5,22/03/1989
0.25625,3.290322581,0.173,23/03/1989
0.15375,3.290322581,0.077,24/03/1989
0,3.290322581,0.038,25/03/1989
0,3.290322581,0.019,26/03/1989
0.25625,3.290322581,0.019,27/03/1989
0.9225,3.290322581,0.019,28/03/1989
0.46125,3.290322581,0,29/03/1989
0,3.290322581,0,30/03/1989
1.5375,3.290322581,0,31/03/1989
0.9225,2.2,0, 1/04/1989
0,2.2,0, 2/04/1989
0,2.2,0, 3/04/1989
0,2.2,0, 4/04/1989
11.43125,2.2,0, 5/04/1989
7.115,2.2,0, 6/04/1989
0.15375,2.2,0, 7/04/1989
0,2.2,0, 8/04/1989
0,2.2,0, 9/04/1989
1.9875,2.2,0,10/04/1989
2.69875,2.2,0,11/04/1989
4.6475,2.2,0,12/04/1989
3.7775,2.2,0,13/04/1989
0.91875,2.2,0,14/04/1989
0.5125,2.2,0,15/04/1989
0.3075,2.2,0,16/04/1989
4.31875,2.2,0,17/04/1989
3.585,2.2,0,18/04/1989
0.59625,2.2,0,19/04/1989
0,2.2,0,20/04/1989
0,2.2,0,21/04/1989
0,2.2,0,22/04/1989
0,2.2,0,23/04/1989
0,2.2,0,24/04/1989
0,2.2,0,25/04/1989
0,2.2,0,26/04/1989
2.58125,2.2,0,27/04/1989
3.83,2.2,0,28/04/1989
5.80625,2.2,0.038,29/04/1989
8.625,2.2,0.019,30/04/1989
11.45875,1.258064516,0.038, 1/05/1989
4.72875,1.258064516,0.154, 2/05/1989
4.95,1.258064516,0.192, 3/05/1989
3.595,1.258064516,0.115, 4/05/1989
0.375,1.258064516,0.077, 5/05/1989
0,1.258064516,0.077, 6/05/1989
0.36875,1.258064516,0.038, 7/05/1989
0.22125,1.258064516,0.038, 8/05/1989
5.1,1.258064516,0.019, 9/05/1989
4.0475,1.258064516,0.019,10/05/1989
0.5925,1.258064516,0.019,11/05/1989
0,1.258064516,0.019,12/05/1989
0.5125,1.258064516,0.019,13/05/1989
0.3075,1.258064516,0.019,14/05/1989
0.36875,1.258064516,0.019,15/05/1989
0.22125,1.258064516,0.019,16/05/1989
0.00625,1.258064516,0.019,17/05/1989
0.00375,1.258064516,0.019,18/05/1989
0.85,1.258064516,0.019,19/05/1989
0.51,1.258064516,0.019,20/05/1989
7.075,1.258064516,0,21/05/1989
9.845,1.258064516,0.019,22/05/1989
4.985,1.258064516,0.058,23/05/1989
0.975,1.258064516,0.308,24/05/1989
0.625,1.258064516,0.269,25/05/1989
0.375,1.258064516,0.173,26/05/1989
0,1.258064516,0.135,27/05/1989
0,1.258064516,0.077,28/05/1989
8.3,1.258064516,0.058,29/05/1989
14.5425,1.258064516,0.115,30/05/1989
6.24375,1.258064516,1.096,31/05/1989
0.30375,1.033333333,1.212, 1/06/1989
0,1.033333333,0.577, 2/06/1989
0.25,1.033333333,0.365, 3/06/1989
1.6875,1.033333333,0.269, 4/06/1989
9.8975,1.033333333,0.404, 5/06/1989
6.66,1.033333333,0.481, 6/06/1989
0.765,1.033333333,0.5, 7/06/1989
0.96875,1.033333333,0.442, 8/06/1989
2.9875,1.033333333,0.365, 9/06/1989
15.46875,1.033333333,8.077,10/06/1989
8.67125,1.033333333,22.269,11/06/1989
27.05375,1.033333333,4.904,12/06/1989
16.515,1.033333333,2.519,13/06/1989
1.75625,1.033333333,1.519,14/06/1989
3.14375,1.033333333,1.385,15/06/1989
3.11625,1.033333333,1.346,16/06/1989
4.46875,1.033333333,2.327,17/06/1989
11.765,1.033333333,4,18/06/1989
6.085,1.033333333,4.288,19/06/1989
0.15,1.033333333,2.538,20/06/1989
0,1.033333333,1.615,21/06/1989
0,1.033333333,1.212,22/06/1989
2.3125,1.033333333,0.981,23/06/1989
1.65,1.033333333,1.327,24/06/1989
3.7075,1.033333333,1.154,25/06/1989
2.13,1.033333333,0.981,26/06/1989
0,1.033333333,0.788,27/06/1989
0,1.033333333,0.654,28/06/1989
0,1.033333333,0.558,29/06/1989
0,1.033333333,0.5,30/06/1989
3.8375,1.096774194,0.481, 1/07/1989
10.79625,1.096774194,2.923, 2/07/1989
14.53375,1.096774194,2.673, 3/07/1989
14.075,1.096774194,6.038, 4/07/1989
5.6725,1.096774194,6.173, 5/07/1989
3.24375,1.096774194,4.288, 6/07/1989
1.72125,1.096774194,2.769, 7/07/1989
0,1.096774194,1.808, 8/07/1989
10.175,1.096774194,1.327, 9/07/1989
14.555,1.096774194,9.038,10/07/1989
6.6575,1.096774194,18.404,11/07/1989
0.9525,1.096774194,4.942,12/07/1989
0,1.096774194,3.173,13/07/1989
0,1.096774194,2,14/07/1989
0,1.096774194,1.346,15/07/1989
0.36875,1.096774194,1.019,16/07/1989
1.59625,1.096774194,0.885,17/07/1989
2.075,1.096774194,1.077,18/07/1989
3.65,1.096774194,1.385,19/07/1989
2.2525,1.096774194,1.885,20/07/1989
0.5575,1.096774194,2.519,21/07/1989
0.15,1.096774194,1.981,22/07/1989
4.6875,1.096774194,1.577,23/07/1989
3.0625,1.096774194,1.231,24/07/1989
0.15,1.096774194,0.981,25/07/1989
0,1.096774194,0.788,26/07/1989
0,1.096774194,0.712,27/07/1989
0.25625,1.096774194,0.615,28/07/1989
1.1725,1.096774194,0.596,29/07/1989
8.97375,1.096774194,0.75,30/07/1989
